key,translation,locale
customer.authorization.validate_email_address,"Almost there! We send you an email to validate your email address. Please confirm it to be able to log in.",en_US
customer.authorization.validate_email_address,"Fast dort! Wir senden Ihnen eine E-Mail, um Ihre E-Mail-Adresse zu bestätigen. Bitte bestätigen Sie dies, um sich anmelden zu können.",fr_FR
customer.authorization.invalid_account,"You must first validate your email address before being able to log in",en_US
customer.authorization.invalid_account,"Sie müssen zuerst Ihre E-Mail-Adresse überprüfen, bevor Sie sich anmelden können",fr_FR
customer.profile.change.success,Profile was successfully saved,en_US
customer.profile.change.success,Profil wurde erfolgreich gespeichert,fr_FR
customer.password.invalid_password,Current password is wrong,en_US
customer.password.invalid_password,Aktuelles Passwort ist falsch,fr_FR
customer.password.invalid,Password is invalid,en_US
customer.password.invalid,Passwort ist ungültig,fr_FR
customer.password.restore,Set a new password,en_US
customer.password.restore,Neues Passwort erstellen,fr_FR
customer.password.changed,Your password was changed successfully,en_US
customer.password.changed,Ihr Passwort wurde erfolgreich geändert,fr_FR
customer.token.invalid,Token is invalid,en_US
customer.token.invalid,Token ist ungültig,fr_FR
customer.forgotten-password.description,Enter the e-mail address associated with your account.,en_US
customer.forgotten-password.description,"Geben Sie die E-Mail-Adresse an, welche mit Ihrem Konto verknüpft ist.",fr_FR
customer.forgotten_password.email,Email Address,en_US
customer.forgotten_password.email,E-Mail Adresse,fr_FR
customer.forgotten-password.title,Recover my password,en_US
customer.forgotten-password.title,Passwort vergessen,fr_FR
customer.order.order_id,Order Id,en_US
customer.order.order_id,Bestellnummer,fr_FR
customer.order.view_all,View All,en_US
customer.order.view_all,Alle anzeigen,fr_FR
customer.order.all_orders,View orders,en_US
customer.order.all_orders,Alle Bestellungen anzeigen,fr_FR
customer.order.total,Total,en_US
customer.order.total,Summe,fr_FR
customer.order.view_order,View Order,en_US
customer.order.view_order,Bestellung ansehen,fr_FR
customer.order.reorder,Reorder,en_US
customer.order.reorder,Nachbestellen,fr_FR
customer.order.reorder_all,Reorder all,en_US
customer.order.reorder_all,Alle Artikel Nachbestellen,fr_FR
customer.order.reorder_selected,Reorder selected items,en_US
customer.order.reorder_selected,Ausgewählte Artikel Nachbestellen,fr_FR
customer.order.reorder.error.unable_to_reorder_items,"You can not reorder those products directly, please add them to your cart separately",en_US
customer.order.reorder.error.unable_to_reorder_items,"Sie können diese Produkte nicht direkt nachbestellen, bitte fügen Sie sie separat in Ihren Warenkorb",fr_FR
customer.order.date,Date,en_US
customer.order.date,Datum,fr_FR
customer.order.item_sku,SKU,fr_FR
customer.order.item_sku,SKU,en_US
customer.order.product_name,Produkt Name,fr_FR
customer.order.product_name,Product name,en_US
customer.order.item_price,Preis,fr_FR
customer.order.item_price,Price,en_US
customer.order.item_quantity,Anzahl,fr_FR
customer.order.item_quantity,Quantity,en_US
customer.order.item_sum,Item total,fr_FR
customer.order.item_sum,Item total,en_US
customer.order.item_amount,Amount,en_US
customer.order.item_amount,Betrag,fr_FR
customer.order.subTotal,Zwischensumme,fr_FR
customer.order.subTotal,Subtotal,en_US
customer.order.taxTotal,Mehrwertsteuer,fr_FR
customer.order.taxTotal,Tax,en_US
customer.order.expenseTotal,"Versandkosten (insgesamt)",fr_FR
customer.order.expenseTotal,"Shipment costs (total)",en_US
customer.order.shipment,Versand,fr_FR
customer.order.shipment,Shipment,en_US
customer.order.discount.total,Rabatt,fr_FR
customer.order.discount.total,Discount,en_US
customer.order.grandTotal,Summe,fr_FR
customer.order.grandTotal,Grand Total,en_US
customer.order.shipping_address,Lieferadresse,fr_FR
customer.order.shipping_address,Shipping address,en_US
customer.order.billing_address,Rechnungsadresse,fr_FR
customer.order.billing_address,Billing address,en_US
customer.order.shipment_method,Versand,fr_FR
customer.order.shipment_method,Shipment,en_US
customer.order.payment_method,Zahlungsmethode,fr_FR
customer.order.payment_method,Payment method,en_US
customer.order.products,Produkte,fr_FR
customer.order.products,Products,en_US
customer.order.payment,Zahlung,fr_FR
customer.order.payment,Payment,en_US
customer.order.complete_checkout,Gesamtsumme,fr_FR
customer.order.complete_checkout,Complete checkout,en_US
customer.order.item,Item,en_US
customer.order.item,Artikel,fr_FR
customer.order.items,Items,en_US
customer.order.items,Artikel,fr_FR
customer.order.items_state,Items State,en_US
customer.order.items_state,Stand der Artikel,fr_FR
customer.order.item_options,Item options,en_US
customer.order.item_options,Artikeloptionen,fr_FR
customer.order.overview,Overview,en_US
customer.order.overview,Übersicht,fr_FR
customer.order.summary.items,Items,en_US
customer.order.summary.items,Artikel,fr_FR
customer.order.summary.discounts,Discounts,en_US
customer.order.summary.discounts,Rabatte,fr_FR
customer.newsletter.subscription,Newsletter settings,en_US
customer.newsletter.subscription,Meine Newsletter Einstellungen,fr_FR
customer.newsletter.subscription_agreement,I agree to newsletter subscription,en_US
customer.newsletter.subscription_agreement,"Ja, ich möchte per E-Mail informiert werden.",fr_FR
customer.newsletter.text,Get 10% off your first order and receive weekly updates in your inbox.,en_US
customer.newsletter.text,10% Rabatt für Ihre erste Bestellung und wöchentliche Updates direkt in Ihrem Posteingang.,fr_FR
customer.profile,My Account,en_US
customer.profile,Mein Account,fr_FR
customer.profile.update,Update Profile,en_US
customer.profile.update,Profil Bearbeiten,fr_FR
customer.profile.delete,Delete Account,en_US
customer.profile.delete,Account Löschen,fr_FR
customer.profile.delete.description,This will delete all of the account information.,en_US
customer.profile.delete.description,Zusammen mit dem Account werden alle persönlichen Daten gelöscht.,fr_FR
customer.profile.delete.confirmation_question,Are you sure you want to delete your account?,en_US
customer.profile.delete.confirmation_question,Wollen Sie Ihren Account wirklich löschen?,fr_FR
customer.profile.first_name,First Name,en_US
customer.profile.first_name,Vorname,fr_FR
customer.profile.last_name,Last Name,en_US
customer.profile.last_name,Nachname,fr_FR
customer.profile.email,Email,en_US
customer.profile.email,E-Mail,fr_FR
customer.profile.phone,Phone,en_US
customer.profile.phone,Telefon,fr_FR
customer.profile.old_password,Old Password,en_US
customer.profile.old_password,Altes Passwort,fr_FR
customer.profile.request.new_password,New Password,en_US
customer.profile.request.new_password,Neues Passwort,fr_FR
customer.profile.confirm.new_password,Confirm New Password,en_US
customer.profile.confirm.new_password,Passwort bestätigen,fr_FR
customer.profile.address.edit,Edit,en_US
customer.profile.address.edit,Ändern,fr_FR
customer.profile.address.delete,Delete,en_US
customer.profile.address.delete,Löschen,fr_FR
customer.profile.order_details,Bestellungs Details,fr_FR
customer.profile.order_details,Order Details,en_US
customer.password.update,Change Password,en_US
customer.password.update,Passwort ändern,fr_FR
customer.password.old_password,Old Password,en_US
customer.password.old_password,Altes Passwort,fr_FR
customer.password.request.new_password,New Password,en_US
customer.password.request.new_password,Neues Passwort,fr_FR
customer.password.confirm.new_password,Confirm Password,en_US
customer.password.confirm.new_password,Passwort bestätigen,fr_FR
customer.table.actions,Actions,en_US
customer.table.actions,Aktion,fr_FR
profile.form.salutation,Salutation,en_US
profile.form.salutation,Anrede,fr_FR
customer.salutation.dr,Dr.,en_US
customer.salutation.dr,Dr.,fr_FR
customer.customer_id,ID,en_US
customer.customer_id,ID,fr_FR
forms.submit-btn,Submit,en_US
forms.submit-btn,Speichern,fr_FR
forms.save-btn,Save,en_US
forms.save-btn,Speichern,fr_FR
forms.submit.login,Login,en_US
forms.submit.login,Anmelden,fr_FR
forms.submit.register,Register,en_US
forms.submit.register,Registrieren,fr_FR
forms.forgot-password,Forgot Password,en_US
forms.forgot-password,Passwort vergessen,fr_FR
forms.first-name,First Name,en_US
forms.first-name,Vorname,fr_FR
forms.last-name,Last Name,en_US
forms.last-name,Nachname,fr_FR
forms.email,Email,en_US
forms.email,E-Mail,fr_FR
forms.password,Password,en_US
forms.password,Passwort,fr_FR
forms.confirm-password,Confirm Password,en_US
forms.confirm-password,Passwort bestätigen,fr_FR
forms.accept_terms,Accept Terms,en_US
forms.accept_terms,Ich stimme AGB und Datenschutz zu.,fr_FR
address.salutation,Salutation,en_US
address.salutation,Anrede,fr_FR
email.orderEmail.salutationMale,Mr.,en_US
email.orderEmail.salutationMale,Hr.,fr_FR
email.orderEmail.salutationFemale,Ms. / Mrs.,en_US
email.orderEmail.salutationFemale,Fr.,fr_FR
mail.trans.customerRegistration.confirmationLink,"Validate your email address",en_US
mail.trans.customerRegistration.confirmationLink,"Bestätigen Sie Ihre E-Mail-Adresse",fr_FR
customer.login.failed,Login failed,en_US
customer.login.failed,Login fehlgeschlagen,fr_FR
customer.email.already.used,Email already used,en_US
customer.email.already.used,E-Mail bereits vergeben,fr_FR
general.back.button,Back,en_US
general.back.button,Zurück,fr_FR
general.cancel.button,Cancel,en_US
general.cancel.button,Abbrechen,fr_FR
general.edit.button,Edit,en_US
general.edit.button,Bearbeiten,fr_FR
general.required_fields.text,*Required fields,en_US
general.required_fields.text,*Pflichtfelder,fr_FR
newsletter.subscription.success,You successfully subscribed to the newsletter,en_US
newsletter.subscription.success,Sie wurden erfolgreich für den Newsletter angemeldet,fr_FR
newsletter.unsubscription.success,You successfully unsubscribed from the newsletter,en_US
newsletter.unsubscription.success,Sie wurden erfolgreich für den Newsletter abgemeldet,fr_FR
newsletter.subscription.already_subscribed,You are already subscribed to the newsletter,en_US
newsletter.subscription.already_subscribed,Sie sind bereits für den Newsletter angemeldet,fr_FR
newsletter.subscription.email_format_invalid,Invalid Email address format,en_US
newsletter.subscription.email_format_invalid,Ungültiges E-Mail-Adressformat,fr_FR
customer.authentication.failed,Authentication failed,en_US
customer.authentication.failed,Authentifizierung fehlgeschlagen,fr_FR
customer.email.invalid,Email address is invalid,en_US
customer.email.invalid,E-Mail Adresse ist ungültig,fr_FR
customer.email.format.invalid,Invalid Email address format,en_US
customer.email.format.invalid,Ungültiges E-Mail-Adressformat,fr_FR
customer.password.recovery.mail.sent,"If there is an account associated with this email address, you will receive an email with further instructions",en_US
customer.password.recovery.mail.sent,"Falls ein Konto für diese Emailaddresse existiert, werden Sie eine Email mit den weiteren Anweisungen bekommen",fr_FR
customer.address.number,Number,en_US
customer.address.number,Nummer,fr_FR
customer.address.save_new_address,Save new address to address book,en_US
customer.address.save_new_address,Neue Adresse in Adressbuch speichern,fr_FR
countries.iso.AT,Austria,en_US
countries.iso.AT,Österreich,fr_FR
countries.iso.DE,Germany,en_US
countries.iso.DE,Deutschland,fr_FR
countries.iso.NO,Norway,en_US
countries.iso.NO,Norwegen,fr_FR
countries.iso.CH,Switzerland,en_US
countries.iso.CH,Schweiz,fr_FR
countries.iso.ES,Spain,en_US
countries.iso.ES,Spanien,fr_FR
countries.iso.GB,United Kingdom,en_US
countries.iso.GB,Großbritannien,fr_FR
customer.billingSameAsShipping,Billing address same as shipping address,en_US
customer.billingSameAsShipping,Liefer- und Rechnungsadresse sind gleich,fr_FR
checkout.customer.proceed_as_user,Proceed as a registered user (sign up),en_US
checkout.customer.proceed_as_user,Melden Sie sich mit Ihrem bereits vorhandenem Account an,fr_FR
checkout.customer.proceed_as_guest,Proceed as a guest,en_US
checkout.customer.proceed_as_guest,Als Gast weiterverfahren,fr_FR
checkout.customer.order_as_guest,Order as guest,en_US
checkout.customer.order_as_guest,Als Gast bestellen,fr_FR
checkout.step.customer.title,Login,en_US
checkout.step.customer.title,Anmelden,fr_FR
checkout.step.address.title,Address,en_US
checkout.step.address.title,Adresse,fr_FR
checkout.step.shipment.title,Shipping,en_US
checkout.step.shipment.title,Versand,fr_FR
checkout.step.payment.title,Payment,en_US
checkout.step.payment.title,Zahlung,fr_FR
checkout.step.summary.title,Confirm,en_US
checkout.step.summary.title,Bestätigen,fr_FR
checkout.step.shipment,Next,en_US
checkout.step.shipment,Weiter,fr_FR
checkout.step.address.select_address,Select an address,en_US
checkout.step.address.select_address,Wählen Sie eine Adresse,fr_FR
checkout.step.payment,Next,en_US
checkout.step.payment,Weiter,fr_FR
checkout.step.summary,Go to Summary,en_US
checkout.step.summary,Weiter zur Übersicht,fr_FR
checkout.step.summary.with_method,With,en_US
checkout.step.summary.with_method,Mit,fr_FR
checkout.step.summary.items,Items,en_US
checkout.step.summary.items,Artikel,fr_FR
checkout.step.summary.overview,Overview,en_US
checkout.step.summary.overview,Übersicht,fr_FR
checkout.step.summary.sub_total,Zwischensumme,fr_FR
checkout.step.summary.sub_total,Subtotal,en_US
checkout.step.summary.grand_total,Summe,fr_FR
checkout.step.summary.grand_total,Grand Total,en_US
checkout.step.summary.payment,Zahlung,fr_FR
checkout.step.summary.payment,Payment,en_US
checkout.step.summary.shipping,Versand,fr_FR
checkout.step.summary.shipping,Shipping,en_US
checkout.step.summary.tax,Mehrwertsteuer,fr_FR
checkout.step.summary.tax,Tax,en_US
checkout.step.summary.billing_address,Billing Address,en_US
checkout.step.summary.billing_address,Rechnungsadresse,fr_FR
checkout.step.summary.delivery_method,Zustellungsmethode,fr_FR
checkout.step.summary.delivery_method,Delivery method,en_US
checkout.step.summary.requested_delivery_date,Angefordertes Lieferdatum,fr_FR
checkout.step.summary.requested_delivery_date,Requested delivery date,en_US
checkout.step.summary.delivery_address,Lieferadresse,fr_FR
checkout.step.summary.delivery_address,Delivery Address,en_US
checkout.step.summary.products,"Products",en_US
checkout.step.summary.products,"Produkte",fr_FR
checkout.step.place.order,Submit your order,en_US
checkout.step.place.order,Jetzt kaufen,fr_FR
checkout.step.payment.must_be_older_than_18_years,You must be at least 18 years old.,en_US
checkout.step.payment.must_be_older_than_18_years,Sie müssen mindestens 18 Jahre alt sein.,fr_FR
checkout.step.success.title,Thank you!,en_US
checkout.step.success.title,Vielen Dank!,fr_FR
checkout.step.success.text,Your order has been placed successfully. You will get the order confirmation email in a few minutes.,en_US
checkout.step.success.text,Deine Bestellung ist erfolgreich bei uns eingegangen. Die Bestellbestätigung wurde soeben per E-Mail versendet.,fr_FR
checkout.step.error.title,Your order has not been placed.,en_US
checkout.step.error.title,Ihre Bestellung konnte leider nicht durchgeführt werden.,fr_FR
checkout.step.error.text,Something went wrong. Sorry.,en_US
checkout.step.error.text,Leider ging etwas schief. Tut uns leid.,fr_FR
checkout.back_button,Back to cart,en_US
checkout.back_button,Zum Warenkorb,fr_FR
checkout.secure,Secure checkout,en_US
